 format: day,hour,forecast,value  location:59_126 Start : 20231119 
 -971917344,1700,+28,0.000000 
 -971917344,1700,+29,0.000000 
 -971917344,1700,+30,0.000000 
 -971917344,1700,+31,0.000000 
 -971917344,1700,+32,0.000000 
 -971917344,1700,+33,0.000000 
 -971917344,1700,+34,0.000000 
 -971917344,1700,+35,0.000000 
 -971917344,1700,+36,0.000000 
 -971917344,1700,+37,0.000000 
 -971917344,1700,+38,0.000000 
 -971917344,1700,+39,0.000000 
 -971917344,1700,+40,0.000000 
 -971917344,1700,+41,0.000000 
 -971917344,1700,+42,0.000000 
 -971917344,1700,+43,0.000000 
 -971917344,1700,+44,0.000000 
 -971917344,1700,+45,0.000000 
 -971917344,1700,+46,0.000000 
 -971917344,1700,+47,0.000000 
 -971917344,1700,+48,0.000000 
 -971917344,1700,+49,0.000000 
 -971917344,1700,+50,0.000000 
 -971917344,1700,+51,0.000000 
 -971917344,1700,+52,0.000000 
 -971917344,1700,+53,0.000000 
 -971917344,1700,+54,0.000000 
 -971917344,1700,+55,0.000000 
 -971917344,1700,+56,0.000000 
 -971917344,1700,+57,0.000000 
 -971917344,1700,+58,0.000000 
 -971917344,1700,+59,0.000000 
 -971917344,1700,+60,0.000000 
 -971917344,1700,+61,0.000000 
 -971917344,1700,+62,0.000000 
 -971917344,1700,+63,0.000000 
 -971917344,1700,+64,0.000000 
 -971917344,1700,+65,0.000000 
 -971917344,1700,+66,0.000000 
 -971917344,1700,+67,0.000000 
 -971917344,1700,+68,0.000000 
 -971917344,1700,+69,0.000000 
 -971917344,1700,+70,0.000000 
 -971917344,2000,+6,0.000000 
 -971917344,2000,+7,0.000000 
 -971917344,2000,+8,0.000000 
 -971917344,2000,+9,0.000000 
 -971917344,2000,+10,0.000000 
 -971917344,2000,+11,0.000000 
 -971917344,2000,+12,0.000000 
 -971917344,2000,+13,0.000000 
 -971917344,2000,+14,0.000000 
 -971917344,2000,+15,0.000000 
 -971917344,2000,+16,0.000000 
 -971917344,2000,+17,0.000000 
 -971917344,2000,+18,0.000000 
 -971917344,2000,+19,0.000000 
 -971917344,2000,+20,0.000000 
 -971917344,2000,+21,0.000000 
 -971917344,2000,+22,0.000000 
 -971917344,2000,+23,0.000000 
 -971917344,2000,+24,0.000000 
 -971917344,2000,+25,0.000000 
 -971917344,2000,+26,0.000000 
 -971917344,2000,+27,0.000000 
 -971917344,2000,+28,0.000000 
 -971917344,2000,+29,0.000000 
 -971917344,2000,+30,0.000000 
 -971917344,2000,+31,0.000000 
 -971917344,2000,+32,0.000000 
 -971917344,2000,+33,0.000000 
 -971917344,2000,+34,0.000000 
 -971917344,2000,+35,0.000000 
 -971917344,2000,+36,0.000000 
 -971917344,2000,+37,0.000000 
 -971917344,2000,+38,0.000000 
 -971917344,2000,+39,0.000000 
 -971917344,2000,+40,0.000000 
 -971917344,2000,+41,0.000000 
 -971917344,2000,+42,0.000000 
 -971917344,2000,+43,0.000000 
 -971917344,2000,+44,0.000000 
 -971917344,2000,+45,0.000000 
 -971917344,2000,+46,0.000000 
 -971917344,2000,+47,0.000000 
 -971917344,2000,+48,0.000000 
 -971917344,2000,+49,0.000000 
 -971917344,2000,+50,0.000000 
 -971917344,2000,+51,0.000000 
 -971917344,2000,+52,0.000000 
 -971917344,2000,+53,0.000000 
 -971917344,2000,+54,0.000000 
 -971917344,2000,+55,0.000000 
 -971917344,2000,+56,0.000000 
 -971917344,2000,+57,0.000000 
 -971917344,2000,+58,0.000000 
 -971917344,2000,+59,0.000000 
 -971917344,2000,+60,0.000000 
 -971917344,2000,+61,0.000000 
 -971917344,2000,+62,0.000000 
 -971917344,2000,+63,0.000000 
 -971917344,2000,+64,0.000000 
 -971917344,2000,+65,0.000000 
 -971917344,2000,+66,0.000000 
 -971917344,2000,+67,0.000000 
 -971917344,2300,+6,0.000000 
 -971917344,2300,+7,0.000000 
 -971917344,2300,+8,0.000000 
 -971917344,2300,+9,0.000000 
 -971917344,2300,+10,0.000000 
 -971917344,2300,+11,0.000000 
 -971917344,2300,+12,0.000000 
 -971917344,2300,+13,0.000000 
 -971917344,2300,+14,0.000000 
 -971917344,2300,+15,0.000000 
 -971917344,2300,+16,0.000000 
 -971917344,2300,+17,0.000000 
 -971917344,2300,+18,0.000000 
 -971917344,2300,+19,0.000000 
 -971917344,2300,+20,0.000000 
 -971917344,2300,+21,0.000000 
 -971917344,2300,+22,0.000000 
 -971917344,2300,+23,0.000000 
 -971917344,2300,+24,0.000000 
 -971917344,2300,+25,0.000000 
 -971917344,2300,+26,0.000000 
 -971917344,2300,+27,0.000000 
 -971917344,2300,+28,0.000000 
 -971917344,2300,+29,0.000000 
 -971917344,2300,+30,0.000000 
 -971917344,2300,+31,0.000000 
 -971917344,2300,+32,0.000000 
 -971917344,2300,+33,0.000000 
 -971917344,2300,+34,0.000000 
 -971917344,2300,+35,0.000000 
 -971917344,2300,+36,0.000000 
 -971917344,2300,+37,0.000000 
 -971917344,2300,+38,0.000000 
 -971917344,2300,+39,0.000000 
 -971917344,2300,+40,0.000000 
 -971917344,2300,+41,0.000000 
 -971917344,2300,+42,0.000000 
 -971917344,2300,+43,0.000000 
 -971917344,2300,+44,0.000000 
 -971917344,2300,+45,0.000000 
 -971917344,2300,+46,0.000000 
 -971917344,2300,+47,0.000000 
 -971917344,2300,+48,0.000000 
 -971917344,2300,+49,0.000000 
 -971917344,2300,+50,0.000000 
 -971917344,2300,+51,0.000000 
 -971917344,2300,+52,0.000000 
 -971917344,2300,+53,0.000000 
 -971917344,2300,+54,0.000000 
 -971917344,2300,+55,0.000000 
 -971917344,2300,+56,0.000000 
 -971917344,2300,+57,0.000000 
 -971917344,2300,+58,0.000000 
 -971917344,2300,+59,0.000000 
 -971917344,2300,+60,0.000000 
 -971917344,2300,+61,0.000000 
 -971917344,2300,+62,0.000000 
 -971917344,2300,+63,0.000000 
 -971917344,2300,+64,0.000000 
 Start : 20231121 
 21,0200,+6,11.000000 
 21,0200,+7,10.000000 
 21,0200,+8,10.000000 
 21,0200,+9,9.000000 
 21,0200,+10,9.000000 
 21,0200,+11,8.000000 
 21,0200,+12,8.000000 
 21,0200,+13,8.000000 
 21,0200,+14,7.000000 
 21,0200,+15,7.000000 
 21,0200,+16,7.000000 
 21,0200,+17,7.000000 
 21,0200,+18,6.000000 
 21,0200,+19,6.000000 
 21,0200,+20,6.000000 
 21,0200,+21,6.000000 
 21,0200,+22,8.000000 
 21,0200,+23,9.000000 
 21,0200,+24,11.000000 
 21,0200,+25,12.000000 
 21,0200,+26,13.000000 
 21,0200,+27,14.000000 
 21,0200,+28,14.000000 
 21,0200,+29,14.000000 
 21,0200,+30,13.000000 
 21,0200,+31,12.000000 
 21,0200,+32,12.000000 
 21,0200,+33,12.000000 
 21,0200,+34,12.000000 
 21,0200,+35,12.000000 
 21,0200,+36,12.000000 
 21,0200,+37,13.000000 
 21,0200,+38,13.000000 
 21,0200,+39,12.000000 
 21,0200,+40,12.000000 
 21,0200,+41,11.000000 
 21,0200,+42,10.000000 
 21,0200,+43,10.000000 
 21,0200,+44,9.000000 
 21,0200,+45,9.000000 
 21,0200,+46,9.000000 
 21,0200,+47,10.000000 
 21,0200,+48,10.000000 
 21,0200,+49,10.000000 
 21,0200,+50,10.000000 
 21,0200,+51,9.000000 
 21,0200,+52,9.000000 
 21,0200,+53,8.000000 
 21,0200,+54,7.000000 
 21,0200,+55,6.000000 
 21,0200,+56,5.000000 
 21,0200,+57,3.000000 
 21,0200,+58,2.000000 
 21,0200,+59,2.000000 
 21,0200,+60,1.000000 
 21,0200,+61,0.000000 
 21,0500,+6,9.000000 
 21,0500,+7,9.000000 
 21,0500,+8,8.000000 
 21,0500,+9,8.000000 
 21,0500,+10,8.000000 
 21,0500,+11,7.000000 
 21,0500,+12,7.000000 
 21,0500,+13,7.000000 
 21,0500,+14,7.000000 
 21,0500,+15,6.000000 
 21,0500,+16,6.000000 
 21,0500,+17,6.000000 
 21,0500,+18,6.000000 
 21,0500,+19,8.000000 
 21,0500,+20,9.000000 
 21,0500,+21,11.000000 
 21,0500,+22,12.000000 
 21,0500,+23,13.000000 
 21,0500,+24,14.000000 
 21,0500,+25,14.000000 
 21,0500,+26,14.000000 
 21,0500,+27,13.000000 
 21,0500,+28,12.000000 
 21,0500,+29,12.000000 
 21,0500,+30,12.000000 
 21,0500,+31,12.000000 
 21,0500,+32,12.000000 
 21,0500,+33,12.000000 
 21,0500,+34,13.000000 
 21,0500,+35,13.000000 
 21,0500,+36,12.000000 
 21,0500,+37,12.000000 
 21,0500,+38,11.000000 
 21,0500,+39,10.000000 
 21,0500,+40,10.000000 
 21,0500,+41,9.000000 
 21,0500,+42,9.000000 
 21,0500,+43,9.000000 
 21,0500,+44,10.000000 
 21,0500,+45,10.000000 
 21,0500,+46,10.000000 
 21,0500,+47,10.000000 
 21,0500,+48,9.000000 
 21,0500,+49,9.000000 
 21,0500,+50,8.000000 
 21,0500,+51,7.000000 
 21,0500,+52,6.000000 
 21,0500,+53,5.000000 
 21,0500,+54,3.000000 
 21,0500,+55,2.000000 
 21,0500,+56,2.000000 
 21,0500,+57,1.000000 
 21,0500,+58,0.000000 
 21,0800,+6,7.000000 
 21,0800,+7,7.000000 
 21,0800,+8,7.000000 
 21,0800,+9,6.000000 
 21,0800,+10,6.000000 
 21,0800,+11,6.000000 
 21,0800,+12,6.000000 
 21,0800,+13,6.000000 
 21,0800,+14,6.000000 
 21,0800,+15,6.000000 
 21,0800,+16,7.000000 
 21,0800,+17,9.000000 
 21,0800,+18,10.000000 
 21,0800,+19,12.000000 
 21,0800,+20,13.000000 
 21,0800,+21,13.000000 
 21,0800,+22,14.000000 
 21,0800,+23,14.000000 
 21,0800,+24,13.000000 
 21,0800,+25,13.000000 
 21,0800,+26,13.000000 
 21,0800,+27,13.000000 
 21,0800,+28,13.000000 
 21,0800,+29,13.000000 
 21,0800,+30,13.000000 
 21,0800,+31,13.000000 
 21,0800,+32,13.000000 
 21,0800,+33,13.000000 
 21,0800,+34,12.000000 
 21,0800,+35,11.000000 
 21,0800,+36,10.000000 
 21,0800,+37,10.000000 
 21,0800,+38,9.000000 
 21,0800,+39,9.000000 
 21,0800,+40,10.000000 
 21,0800,+41,11.000000 
 21,0800,+42,11.000000 
 21,0800,+43,11.000000 
 21,0800,+44,11.000000 
 21,0800,+45,11.000000 
 21,0800,+46,10.000000 
 21,0800,+47,10.000000 
 21,0800,+48,8.000000 
 21,0800,+49,7.000000 
 21,0800,+50,5.000000 
 21,0800,+51,4.000000 
 21,0800,+52,3.000000 
 21,0800,+53,2.000000 
 21,0800,+54,2.000000 
 21,0800,+55,1.000000 
 21,0800,+56,0.000000 
 21,0800,+57,0.000000 
 21,0800,+58,-1.000000 
 21,0800,+59,-1.000000 
 21,0800,+60,-2.000000 
 21,0800,+61,-2.000000 
 21,0800,+62,-3.000000 
 21,0800,+63,-3.000000 
 21,0800,+64,-2.000000 
 21,0800,+65,-2.000000 
 21,0800,+66,-1.000000 
 21,0800,+67,0.000000 
 21,0800,+68,0.000000 
 21,0800,+69,1.000000 
 21,0800,+70,1.000000 
 21,0800,+71,0.000000 
 21,0800,+72,0.000000 
 21,0800,+73,-1.000000 
 21,0800,+74,-2.000000 
 21,0800,+75,-2.000000 
 21,0800,+76,-3.000000 
 21,0800,+77,-3.000000 
 21,0800,+78,-3.000000 
 21,0800,+79,-3.000000 
 21,1100,+6,6.000000 
 21,1100,+7,6.000000 
 21,1100,+8,6.000000 
 21,1100,+9,6.000000 
 21,1100,+10,6.000000 
 21,1100,+11,6.000000 
 21,1100,+12,6.000000 
 21,1100,+13,7.000000 
 21,1100,+14,9.000000 
 21,1100,+15,10.000000 
 21,1100,+16,12.000000 
 21,1100,+17,13.000000 
 21,1100,+18,13.000000 
 21,1100,+19,14.000000 
 21,1100,+20,14.000000 
 21,1100,+21,13.000000 
 21,1100,+22,13.000000 
 21,1100,+23,13.000000 
 21,1100,+24,13.000000 
 21,1100,+25,13.000000 
 21,1100,+26,13.000000 
 21,1100,+27,13.000000 
 21,1100,+28,13.000000 
 21,1100,+29,13.000000 
 21,1100,+30,13.000000 
 21,1100,+31,12.000000 
 21,1100,+32,11.000000 
 21,1100,+33,10.000000 
 21,1100,+34,10.000000 
 21,1100,+35,9.000000 
 21,1100,+36,9.000000 
 21,1100,+37,10.000000 
 21,1100,+38,11.000000 
 21,1100,+39,11.000000 
 21,1100,+40,11.000000 
 21,1100,+41,11.000000 
 21,1100,+42,11.000000 
 21,1100,+43,10.000000 
 21,1100,+44,10.000000 
 21,1100,+45,8.000000 
 21,1100,+46,7.000000 
 21,1100,+47,5.000000 
 21,1100,+48,4.000000 
 21,1100,+49,3.000000 
 21,1100,+50,2.000000 
 21,1100,+51,2.000000 
 21,1100,+52,1.000000 
 21,1100,+53,0.000000 
 21,1100,+54,0.000000 
 21,1100,+55,-1.000000 
 21,1100,+56,-1.000000 
 21,1100,+57,-2.000000 
 21,1100,+58,-2.000000 
 21,1100,+59,-3.000000 
 21,1100,+60,-3.000000 
 21,1100,+61,-2.000000 
 21,1100,+62,-2.000000 
 21,1100,+63,-1.000000 
 21,1100,+64,0.000000 
 21,1100,+65,0.000000 
 21,1100,+66,1.000000 
 21,1100,+67,1.000000 
 21,1100,+68,0.000000 
 21,1100,+69,0.000000 
 21,1100,+70,-1.000000 
 21,1100,+71,-2.000000 
 21,1100,+72,-2.000000 
 21,1100,+73,-3.000000 
 21,1100,+74,-3.000000 
 21,1100,+75,-3.000000 
 21,1100,+76,-3.000000 
 21,1400,+6,6.000000 
 21,1400,+7,6.000000 
 21,1400,+8,6.000000 
 21,1400,+9,6.000000 
 21,1400,+10,7.000000 
 21,1400,+11,9.000000 
 21,1400,+12,10.000000 
 21,1400,+13,12.000000 
 21,1400,+14,13.000000 
 21,1400,+15,13.000000 
 21,1400,+16,14.000000 
 21,1400,+17,14.000000 
 21,1400,+18,13.000000 
 21,1400,+19,13.000000 
 21,1400,+20,13.000000 
 21,1400,+21,13.000000 
 21,1400,+22,13.000000 
 21,1400,+23,13.000000 
 21,1400,+24,13.000000 
 21,1400,+25,13.000000 
 21,1400,+26,13.000000 
 21,1400,+27,13.000000 
 21,1400,+28,12.000000 
 21,1400,+29,11.000000 
 21,1400,+30,10.000000 
 21,1400,+31,10.000000 
 21,1400,+32,9.000000 
 21,1400,+33,9.000000 
 21,1400,+34,10.000000 
 21,1400,+35,11.000000 
 21,1400,+36,11.000000 
 21,1400,+37,11.000000 
 21,1400,+38,11.000000 
 21,1400,+39,11.000000 
 21,1400,+40,10.000000 
 21,1400,+41,10.000000 
 21,1400,+42,8.000000 
 21,1400,+43,7.000000 
 21,1400,+44,5.000000 
 21,1400,+45,4.000000 
 21,1400,+46,3.000000 
 21,1400,+47,2.000000 
 21,1400,+48,2.000000 
 21,1400,+49,1.000000 
 21,1400,+50,0.000000 
 21,1400,+51,0.000000 
 21,1400,+52,-1.000000 
 21,1400,+53,-1.000000 
 21,1400,+54,-2.000000 
 21,1400,+55,-2.000000 
 21,1400,+56,-3.000000 
 21,1400,+57,-3.000000 
 21,1400,+58,-2.000000 
 21,1400,+59,-2.000000 
 21,1400,+60,-1.000000 
 21,1400,+61,0.000000 
 21,1400,+62,0.000000 
 21,1400,+63,1.000000 
 21,1400,+64,1.000000 
 21,1400,+65,0.000000 
 21,1400,+66,0.000000 
 21,1400,+67,-1.000000 
 21,1400,+68,-2.000000 
 21,1400,+69,-2.000000 
 21,1400,+70,-3.000000 
 21,1400,+71,-3.000000 
 21,1400,+72,-3.000000 
 21,1400,+73,-3.000000 
 21,1700,+6,6.000000 
 21,1700,+7,7.000000 
 21,1700,+8,9.000000 
 21,1700,+9,10.000000 
 21,1700,+10,12.000000 
 21,1700,+11,13.000000 
 21,1700,+12,13.000000 
 21,1700,+13,14.000000 
 21,1700,+14,14.000000 
 21,1700,+15,13.000000 
 21,1700,+16,13.000000 
 21,1700,+17,13.000000 
 21,1700,+18,13.000000 
 21,1700,+19,13.000000 
 21,1700,+20,13.000000 
 21,1700,+21,13.000000 
 21,1700,+22,13.000000 
 21,1700,+23,13.000000 
 21,1700,+24,13.000000 
 21,1700,+25,12.000000 
 21,1700,+26,11.000000 
 21,1700,+27,10.000000 
 21,1700,+28,10.000000 
 21,1700,+29,9.000000 
 21,1700,+30,9.000000 
 21,1700,+31,10.000000 
 21,1700,+32,11.000000 
 21,1700,+33,11.000000 
 21,1700,+34,11.000000 
 21,1700,+35,11.000000 
 21,1700,+36,11.000000 
 21,1700,+37,10.000000 
 21,1700,+38,10.000000 
 21,1700,+39,8.000000 
 21,1700,+40,7.000000 
 21,1700,+41,5.000000 
 21,1700,+42,4.000000 
 21,1700,+43,3.000000 
 21,1700,+44,2.000000 
 21,1700,+45,2.000000 
 21,1700,+46,1.000000 
 21,1700,+47,0.000000 
 21,1700,+48,0.000000 
 21,1700,+49,-1.000000 
 21,1700,+50,-1.000000 
 21,1700,+51,-2.000000 
 21,1700,+52,-2.000000 
 21,1700,+53,-3.000000 
 21,1700,+54,-3.000000 
 21,1700,+55,-2.000000 
 21,1700,+56,-2.000000 
 21,1700,+57,-1.000000 
 21,1700,+58,0.000000 
 21,1700,+59,0.000000 
 21,1700,+60,1.000000 
 21,1700,+61,1.000000 
 21,1700,+62,0.000000 
 21,1700,+63,0.000000 
 21,1700,+64,-1.000000 
 21,1700,+65,-2.000000 
 21,1700,+66,-2.000000 
 21,1700,+67,-3.000000 
 21,1700,+68,-3.000000 
 21,1700,+69,-3.000000 
 21,1700,+70,-3.000000 
 21,2000,+6,10.000000 
 21,2000,+7,11.000000 
 21,2000,+8,13.000000 
 21,2000,+9,13.000000 
 21,2000,+10,14.000000 
 21,2000,+11,14.000000 
 21,2000,+12,13.000000 
 21,2000,+13,13.000000 
 21,2000,+14,12.000000 
 21,2000,+15,13.000000 
 21,2000,+16,13.000000 
 21,2000,+17,13.000000 
 21,2000,+18,13.000000 
 21,2000,+19,13.000000 
 21,2000,+20,13.000000 
 21,2000,+21,13.000000 
 21,2000,+22,13.000000 
 21,2000,+23,12.000000 
 21,2000,+24,11.000000 
 21,2000,+25,11.000000 
 21,2000,+26,10.000000 
 21,2000,+27,9.000000 
 21,2000,+28,10.000000 
 21,2000,+29,11.000000 
 21,2000,+30,11.000000 
 21,2000,+31,12.000000 
 21,2000,+32,12.000000 
 21,2000,+33,12.000000 
 21,2000,+34,11.000000 
 21,2000,+35,10.000000 
 21,2000,+36,9.000000 
 21,2000,+37,8.000000 
 21,2000,+38,6.000000 
 21,2000,+39,5.000000 
 21,2000,+40,3.000000 
 21,2000,+41,3.000000 
 21,2000,+42,2.000000 
 21,2000,+43,1.000000 
 21,2000,+44,0.000000 
 21,2000,+45,0.000000 
 21,2000,+46,-1.000000 
 21,2000,+47,-1.000000 
 21,2000,+48,-2.000000 
 21,2000,+49,-2.000000 
 21,2000,+50,-3.000000 
 21,2000,+51,-2.000000 
 21,2000,+52,-2.000000 
 21,2000,+53,-1.000000 
 21,2000,+54,0.000000 
 21,2000,+55,1.000000 
 21,2000,+56,1.000000 
 21,2000,+57,2.000000 
 21,2000,+58,2.000000 
 21,2000,+59,1.000000 
 21,2000,+60,0.000000 
 21,2000,+61,-1.000000 
 21,2000,+62,-1.000000 
 21,2000,+63,-2.000000 
 21,2000,+64,-2.000000 
 21,2000,+65,-3.000000 
 21,2000,+66,-3.000000 
 21,2000,+67,-3.000000 
 21,2300,+6,13.000000 
 21,2300,+7,14.000000 
 21,2300,+8,14.000000 
 21,2300,+9,13.000000 
 21,2300,+10,13.000000 
 21,2300,+11,12.000000 
 21,2300,+12,13.000000 
 21,2300,+13,13.000000 
 21,2300,+14,13.000000 
 21,2300,+15,13.000000 
 21,2300,+16,13.000000 
 21,2300,+17,13.000000 
 21,2300,+18,13.000000 
 21,2300,+19,13.000000 
 21,2300,+20,12.000000 
 21,2300,+21,11.000000 
 21,2300,+22,11.000000 
 21,2300,+23,10.000000 
 21,2300,+24,9.000000 
 21,2300,+25,10.000000 
 21,2300,+26,11.000000 
 21,2300,+27,11.000000 
 21,2300,+28,12.000000 
 21,2300,+29,12.000000 
 21,2300,+30,12.000000 
 21,2300,+31,11.000000 
 21,2300,+32,10.000000 
 21,2300,+33,9.000000 
 21,2300,+34,8.000000 
 21,2300,+35,6.000000 
 21,2300,+36,5.000000 
 21,2300,+37,3.000000 
 21,2300,+38,3.000000 
 21,2300,+39,2.000000 
 21,2300,+40,1.000000 
 21,2300,+41,0.000000 
 21,2300,+42,0.000000 
 21,2300,+43,-1.000000 
 21,2300,+44,-1.000000 
 21,2300,+45,-2.000000 
 21,2300,+46,-2.000000 
 21,2300,+47,-3.000000 
 21,2300,+48,-2.000000 
 21,2300,+49,-2.000000 
 21,2300,+50,-1.000000 
 21,2300,+51,0.000000 
 21,2300,+52,1.000000 
 21,2300,+53,1.000000 
 21,2300,+54,2.000000 
 21,2300,+55,2.000000 
 21,2300,+56,1.000000 
 21,2300,+57,0.000000 
 21,2300,+58,-1.000000 
 21,2300,+59,-1.000000 
 21,2300,+60,-2.000000 
 21,2300,+61,-2.000000 
 21,2300,+62,-3.000000 
 21,2300,+63,-3.000000 
 21,2300,+64,-3.000000 
 Start : 20231122 
 22,0200,+6,13.000000 
 22,0200,+7,13.000000 
 22,0200,+8,12.000000 
 22,0200,+9,13.000000 
 22,0200,+10,13.000000 
 22,0200,+11,13.000000 
 22,0200,+12,13.000000 
 22,0200,+13,13.000000 
 22,0200,+14,13.000000 
 22,0200,+15,13.000000 
 22,0200,+16,13.000000 
 22,0200,+17,12.000000 
 22,0200,+18,11.000000 
 22,0200,+19,11.000000 
 22,0200,+20,10.000000 
 22,0200,+21,9.000000 
 22,0200,+22,10.000000 
 22,0200,+23,11.000000 
 22,0200,+24,11.000000 
 22,0200,+25,12.000000 
 22,0200,+26,12.000000 
 22,0200,+27,12.000000 
 22,0200,+28,11.000000 
 22,0200,+29,10.000000 
 22,0200,+30,9.000000 
 22,0200,+31,8.000000 
 22,0200,+32,6.000000 
 22,0200,+33,5.000000 
 22,0200,+34,3.000000 
 22,0200,+35,3.000000 
 22,0200,+36,2.000000 
 22,0200,+37,1.000000 
 22,0200,+38,0.000000 
 22,0200,+39,0.000000 
 22,0200,+40,-1.000000 
 22,0200,+41,-1.000000 
 22,0200,+42,-2.000000 
 22,0200,+43,-2.000000 
 22,0200,+44,-3.000000 
 22,0200,+45,-2.000000 
 22,0200,+46,-2.000000 
 22,0200,+47,-1.000000 
 22,0200,+48,0.000000 
 22,0200,+49,1.000000 
 22,0200,+50,1.000000 
 22,0200,+51,2.000000 
 22,0200,+52,2.000000 
 22,0200,+53,1.000000 
 22,0200,+54,0.000000 
 22,0200,+55,-1.000000 
 22,0200,+56,-1.000000 
 22,0200,+57,-2.000000 
 22,0200,+58,-2.000000 
 22,0200,+59,-3.000000 
 22,0200,+60,-3.000000 
 22,0200,+61,-3.000000 
 22,0500,+6,13.000000 
 22,0500,+7,13.000000 
 22,0500,+8,13.000000 
 22,0500,+9,13.000000 
 22,0500,+10,13.000000 
 22,0500,+11,13.000000 
 22,0500,+12,13.000000 
 22,0500,+13,13.000000 
 22,0500,+14,12.000000 
 22,0500,+15,11.000000 
 22,0500,+16,11.000000 
 22,0500,+17,10.000000 
 22,0500,+18,9.000000 
 22,0500,+19,10.000000 
 22,0500,+20,11.000000 
 22,0500,+21,11.000000 
 22,0500,+22,12.000000 
 22,0500,+23,12.000000 
 22,0500,+24,12.000000 
 22,0500,+25,11.000000 
 22,0500,+26,10.000000 
 22,0500,+27,9.000000 
 22,0500,+28,8.000000 
 22,0500,+29,6.000000 
 22,0500,+30,5.000000 
 22,0500,+31,3.000000 
 22,0500,+32,3.000000 
 22,0500,+33,2.000000 
 22,0500,+34,1.000000 
 22,0500,+35,0.000000 
 22,0500,+36,0.000000 
 22,0500,+37,-1.000000 
 22,0500,+38,-1.000000 
 22,0500,+39,-2.000000 
 22,0500,+40,-2.000000 
 22,0500,+41,-3.000000 
 22,0500,+42,-2.000000 
 22,0500,+43,-2.000000 
 22,0500,+44,-1.000000 
 22,0500,+45,0.000000 
 22,0500,+46,1.000000 
 22,0500,+47,1.000000 
 22,0500,+48,2.000000 
 22,0500,+49,2.000000 
 22,0500,+50,1.000000 
 22,0500,+51,0.000000 
 22,0500,+52,-1.000000 
 22,0500,+53,-1.000000 
 22,0500,+54,-2.000000 
 22,0500,+55,-2.000000 
 22,0500,+56,-3.000000 
 22,0500,+57,-3.000000 
 22,0500,+58,-3.000000 
 22,0800,+6,12.000000 
 22,0800,+7,12.000000 
 22,0800,+8,13.000000 
 22,0800,+9,13.000000 
 22,0800,+10,13.000000 
 22,0800,+11,12.000000 
 22,0800,+12,12.000000 
 22,0800,+13,11.000000 
 22,0800,+14,10.000000 
 22,0800,+15,10.000000 
 22,0800,+16,11.000000 
 22,0800,+17,12.000000 
 22,0800,+18,12.000000 
 22,0800,+19,13.000000 
 22,0800,+20,13.000000 
 22,0800,+21,13.000000 
 22,0800,+22,12.000000 
 22,0800,+23,11.000000 
 22,0800,+24,10.000000 
 22,0800,+25,8.000000 
 22,0800,+26,6.000000 
 22,0800,+27,6.000000 
 22,0800,+28,4.000000 
 22,0800,+29,3.000000 
 22,0800,+30,2.000000 
 22,0800,+31,1.000000 
 22,0800,+32,0.000000 
 22,0800,+33,0.000000 
 22,0800,+34,-1.000000 
 22,0800,+35,-1.000000 
 22,0800,+36,-2.000000 
 22,0800,+37,-2.000000 
 22,0800,+38,-2.000000 
 22,0800,+39,-2.000000 
 22,0800,+40,-2.000000 
 22,0800,+41,-1.000000 
 22,0800,+42,0.000000 
 22,0800,+43,1.000000 
 22,0800,+44,1.000000 
 22,0800,+45,2.000000 
 22,0800,+46,2.000000 
 22,0800,+47,1.000000 
 22,0800,+48,0.000000 
 22,0800,+49,-1.000000 
 22,0800,+50,-1.000000 
 22,0800,+51,-2.000000 
 22,0800,+52,-2.000000 
 22,0800,+53,-3.000000 
 22,0800,+54,-3.000000 
 22,0800,+55,-3.000000 
 22,0800,+56,-3.000000 
 22,0800,+57,-4.000000 
 22,0800,+58,-4.000000 
 22,0800,+59,-4.000000 
 22,0800,+60,-4.000000 
 22,0800,+61,-5.000000 
 22,0800,+62,-5.000000 
 22,0800,+63,-5.000000 
 22,0800,+64,-4.000000 
 22,0800,+65,-3.000000 
 22,0800,+66,-1.000000 
 22,0800,+67,0.000000 
 22,0800,+68,1.000000 
 22,0800,+69,1.000000 
 22,0800,+70,1.000000 
 22,0800,+71,1.000000 
 22,0800,+72,0.000000 
 22,0800,+73,-1.000000 
 22,0800,+74,-1.000000 
 22,0800,+75,-2.000000 
 22,0800,+76,-2.000000 
 22,0800,+77,-2.000000 
 22,0800,+78,-2.000000 
 22,0800,+79,-2.000000 
 22,1100,+6,13.000000 
 22,1100,+7,13.000000 
 22,1100,+8,12.000000 
 22,1100,+9,12.000000 
 22,1100,+10,11.000000 
 22,1100,+11,10.000000 
 22,1100,+12,10.000000 
 22,1100,+13,11.000000 
 22,1100,+14,12.000000 
 22,1100,+15,12.000000 
 22,1100,+16,13.000000 
 22,1100,+17,13.000000 
 22,1100,+18,13.000000 
 22,1100,+19,12.000000 
 22,1100,+20,11.000000 
 22,1100,+21,10.000000 
 22,1100,+22,8.000000 
 22,1100,+23,6.000000 
 22,1100,+24,6.000000 
 22,1100,+25,4.000000 
 22,1100,+26,3.000000 
 22,1100,+27,2.000000 
 22,1100,+28,1.000000 
 22,1100,+29,0.000000 
 22,1100,+30,0.000000 
 22,1100,+31,-1.000000 
 22,1100,+32,-1.000000 
 22,1100,+33,-2.000000 
 22,1100,+34,-2.000000 
 22,1100,+35,-2.000000 
 22,1100,+36,-2.000000 
